fee_valid_from,regis_id,fund_name_th,fund_abbr_name,fund_class_id,comp_thai_name_rep,dividend_policy,fee_TT,fee_OF,fee_SP,fee_FR,fee_IA,fee_UW,fee_EO,fee_FF,fee_BF,fee_SI,fee_SO,fee_TF,unit_TF,fee_CF,fee_OT,fee_TT_actual,fee_OF_actual,fee_SP_actual,fee_FR_actual,fee_IA_actual,fee_UW_actual,fee_EO_actual,fee_FF_actual,fee_BF_actual,fee_SI_actual,fee_SO_actual,fee_TF_actual,unit_actual_TF,fee_CF_actual,fee_OT_actual,url
31/12/2020,096/2547,กองทุนเปิดเคเคพี ตราสารหนี้พลัส,KKP PLUS FUND,KKP PLUS,บริษัทหลักทรัพย์จัดการกองทุน เกียรตินาคินภัทร จำกัด,ไม่จ่าย,0.4922,0.3,0.08,0.075,ไม่มี,ไม่มี,0.4922,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ตามที่นายทะเบียนเรียกเก็บ,ต่อหน่วยลงทุน,50,ตามที่จ่ายจริง,0.306,0.2,0.03,0.075,,,0.001,ไม่มี,ไม่มี,ไม่มี,ไม่มี,20 บาท ต่อ 1 รายการ,,,,http://market.sec.or.th/public/idisc/th/Download/fund/KKP PLUS FUND
31/12/2020,096/2547,กองทุนเปิดเคเคพี ตราสารหนี้พลัส,KKP PLUS FUND,KKP PLUS-F,บริษัทหลักทรัพย์จัดการกองทุน เกียรตินาคินภัทร จำกัด,ไม่จ่าย,0.4922,0.3,0.08,0.075,ไม่มี,ไม่มี,0.4922,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ตามที่นายทะเบียนเรียกเก็บ,ต่อหน่วยลงทุน,50,ตามที่จ่ายจริง,0.106,ปัจจุบันยกเว้น,0.03,0.075,,,0.01,ไม่มี,ไม่มี,ไม่มี,ไม่มี,20 บาท ต่อ 1 รายการ,,,,http://market.sec.or.th/public/idisc/th/Download/fund/KKP PLUS FUND
31/12/2020,070/2547,กองทุนเปิดเคเคพี อินคัมเพื่อการเลี้ยงชีพ,KKP INRMF FUND,KKP  INRMF-F,บริษัทหลักทรัพย์จัดการกองทุน เกียรตินาคินภัทร จำกัด,ไม่จ่าย,0.6494,0.4,0.08,0.0976,ไม่มี,ไม่มี,0.6494,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,,50,ตามที่จ่ายจริง,,,,,,,,,,,,,,,,http://market.sec.or.th/public/idisc/th/Download/fund/KKP INRMF FUND
31/12/2020,070/2547,กองทุนเปิดเคเคพี อินคัมเพื่อการเลี้ยงชีพ,KKP INRMF FUND,KKP INRMF,บริษัทหลักทรัพย์จัดการกองทุน เกียรตินาคินภัทร จำกัด,ไม่จ่าย,0.6494,0.4,0.08,0.0976,ไม่มี,ไม่มี,0.6494,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,,50,ตามที่จ่ายจริง,0.4048,0.3,0.0268,0.078,,,,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,,ไม่มี,,http://market.sec.or.th/public/idisc/th/Download/fund/KKP INRMF FUND
31/12/2020,071/2547,กองทุนเปิดเคเคพี บาลานซ์เพื่อการเลี้ยงชีพ,KKP BLRMF,-,บริษัทหลักทรัพย์จัดการกองทุน เกียรตินาคินภัทร จำกัด,ไม่จ่าย,1.6493,1.3377,0.08,0.0976,ไม่มี,ไม่มี,1.6493,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,,50,ตามที่จ่ายจริง,1.46205,1.3377,0.02675,0.0976,0,0,0,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,http://market.sec.or.th/public/idisc/th/Download/fund/KKP BLRMF
31/12/2020,101/2547,กองทุนเปิดเคเคพี หุ้นทุนเพื่อการเลี้ยงชีพ,KKP EQRMF,-,บริษัทหลักทรัพย์จัดการกองทุน เกียรตินาคินภัทร จำกัด,ไม่จ่าย,1.6493,1.3377,0.08,0.0976,ไม่มี,ไม่มี,1.6493,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,,50,ตามที่จ่ายจริง,1.46205,1.3377,0.02675,0.0976,,,0,ไม่มี,ไม่มี,ไม่มี,ไม่มี,ไม่มี,,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,http://market.sec.or.th/public/idisc/th/Download/fund/KKP EQRMF
11/2/2021,068/2548,กองทุนเปิด ทิสโก้ พันธบัตรระยะสั้น,TISCOSTF,-,บริษัทหลักทรัพย์จัดการกองทุน ทิสโก้,ไม่จ่าย,1.07,0.428,0.06955,0.13375,ไม่มี,ไม่มี,0.4387,ไม่มี,ไม่มี,ไม่มี,ไม่มี,30,บาทต่อหน่วยลงทุน 10000.00 หน่วยหรือเศษของ 10000.00 หน่วย,50,,0.437,0.02675,0.02675,0.02675,ไม่มี,ไม่มี,0.012,ไม่มี,ไม่มี,ไม่มี,ไม่มี,,ปัจจุบันไม่เรียกเก็บ,50,,http://market.sec.or.th/public/idisc/th/Download/fund/TISCOSTF
31/12/2020,085/2547,กองทุนเปิดเอ็มเอฟซีเพิ่มค่าหุ้นระยะยาว,MV-LTF,MVLTF,บริษัทหลักทรัพย์จัดการกองทุน เอ็มเอฟซี จำกัด (มหาชน),จ่าย,2.975,1.605,0.059,0.134,ไม่มี,ไม่มี,1.177,3,3,3,3,ตามที่นายทะเบียนเรียกเก็บ,ต่อหน่วยลงทุน,ไม่มี,ตามที่จ่ายจริง,,,,,,,,,,,,,,,,http://market.sec.or.th/public/idisc/th/Download/fund/MV-LTF
31/12/2020,085/2547,กองทุนเปิดเอ็มเอฟซีเพิ่มค่าหุ้นระยะยาว,MV-LTF,MVMF,บริษัทหลักทรัพย์จัดการกองทุน เอ็มเอฟซี จำกัด (มหาชน),จ่าย,2.975,1.605,0.059,0.134,ไม่มี,ไม่มี,1.177,3,3,3,3,ตามที่นายทะเบียนเรียกเก็บ,ต่อหน่วยลงทุน,ไม่มี,ตามที่จ่ายจริง,,,,,,,,,,,,,,,,http://market.sec.or.th/public/idisc/th/Download/fund/MV-LTF
31/12/2020,085/2547,กองทุนเปิดเอ็มเอฟซีเพิ่มค่าหุ้นระยะยาว,MV-LTF,MVSSF,บริษัทหลักทรัพย์จัดการกองทุน เอ็มเอฟซี จำกัด (มหาชน),จ่าย,2.975,1.605,0.059,0.134,ไม่มี,ไม่มี,1.177,3,3,3,3,ตามที่นายทะเบียนเรียกเก็บ,ต่อหน่วยลงทุน,ไม่มี,ตามที่จ่ายจริง,,,,,,,,,,,,,,,,http://market.sec.or.th/public/idisc/th/Download/fund/MV-LTF
28/1/2021,063/2547,กองทุนเปิด JUMBO 25,JB25,-,บริษัทหลักทรัพย์จัดการกองทุน ทหารไทย จำกัด,ไม่จ่าย,1,0.8125,0.04,0.1094,ไม่มี,ไม่มี,0.0381,ไม่มี,ไม่มี,,,5,บาทต่อหน่วยลงทุน 1000.00 หน่วย,50,0.3,0.951,0.8095,0.0321,0.1094,,,0,ไม่มี,ไม่มี,ไม่มี,ไม่มี,,,,0.1,http://market.sec.or.th/public/idisc/th/Download/fund/JB25
12/1/2021,081/2547,กองทุนเปิด บรรษัทภิบาล หุ้นระยะยาว,CG-LTF-M,CG-LTF,บริษัทหลักทรัพย์จัดการกองทุน ยูโอบี (ประเทศไทย) จำกัด,ไม่จ่าย,5.35,1.605,0.1605,0.1284,1.07,ไม่มี,3.4561,1,1,1,1,,,,,1.7574,1.605,0.0214,0.1284,,ไม่มี,0.0026,1,ยกเว้น,ยกเว้น*,ยกเว้น**,,,50 บาทต่อรายการ,,http://market.sec.or.th/public/idisc/th/Download/fund/CG-LTF-M
12/1/2021,081/2547,กองทุนเปิด บรรษัทภิบาล หุ้นระยะยาว,CG-LTF-M,CG-LTF-NT,บริษัทหลักทรัพย์จัดการกองทุน ยูโอบี (ประเทศไทย) จำกัด,ไม่จ่าย,5.35,1.605,0.1605,0.1284,1.07,ไม่มี,3.4561,2,2,2,2,,,,,0,0,0,0,0,ไม่มี,0,1,ยกเว้น,ยกเว้น*,ยกเว้น,,,50 บาทต่อรายการ,,http://market.sec.or.th/public/idisc/th/Download/fund/CG-LTF-M
12/1/2021,081/2547,กองทุนเปิด บรรษัทภิบาล หุ้นระยะยาว,CG-LTF-M,CG-LTF-SSF,บริษัทหลักทรัพย์จัดการกองทุน ยูโอบี (ประเทศไทย) จำกัด,ไม่จ่าย,5.35,1.605,0.1605,0.1284,1.07,ไม่มี,3.4561,1,1,1,1,,,,,,,,,,,,,,,,,,,,http://market.sec.or.th/public/idisc/th/Download/fund/CG-LTF-M
2/2/2021,087/2547,กองทุนเปิดบัวหลวงหุ้นระยะยาว,B-LTF,-,บริษัทหลักทรัพย์จัดการกองทุนรวม  บัวหลวง จำกัด,ไม่จ่าย,2.9425,1.605,0.05885,0.1284,ไม่มี,ไม่มี,1.15025,1,1,ดูรายละเอียดเพิ่มเติม,ดูรายละเอียดเพิ่มเติม,,,,,1.7995,1.605,0.0375,0.1284,ไม่มี,ไม่มี,0.0287,ไม่เรียกเก็บ,1,,,,,ไม่มี,ตามที่จ่ายจริง,http://market.sec.or.th/public/idisc/th/Download/fund/B-LTF
31/12/2020,107/2547,กองทุนเปิดเอ็มเอฟซี อิสลามิก ฟันด์,MIF,-,บริษัทหลักทรัพย์จัดการกองทุน เอ็มเอฟซี จำกัด (มหาชน),จ่าย,3.103,1.605,0.05885,0.107,ไม่มี,ไม่มี,1.33215,ไม่มี,0.5,ไม่มี,ไม่มี,ตามที่นายทะเบียนเรียกเก็บ,,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,1.99,1.8725,0.05,0.107,0,0,0.4,ไม่เรียกเก็บ,0.5,ไม่มี,ไม่มี,ตามที่นายทะเบียนเรียกเก็บ,,ตามที่นายทะเบียนเรียกเก็บ,ตามที่จ่ายจริง,http://market.sec.or.th/public/idisc/th/Download/fund/MIF
31/12/2020,090/2547,กองทุนเปิดกรุงไทยหุ้นระยะยาว,KTLF,KTLF-D,บริษัทหลักทรัพย์จัดการกองทุน กรุงไทย จำกัด (มหาชน),จ่าย,3.745,2.14,0.077575,0.535,ไม่มี,ไม่มี,2.14,3,3,มีแบบหลายเงื่อนไข ไม่เกินร้อยละ 3.00 ของมูลค่าหน่วยลงทุน,มีแบบหลายเงื่อนไข ไม่เกินร้อยละ 3.00 ของมูลค่าหน่วยลงทุน,ตามที่นายทะเบียนเรียกเก็บ,ต่อหน่วยลงทุน,ตามที่นายทะเบียนเรียกเก็บ,,,1.605,0.026,0.1284,,,,ยังไม่เรียกเก็บ,ยังไม่เรียกเก็บ,ยังไม่เรียกเก็บ,ยังไม่เรียกเก็บ,ตามที่นายทะเบียนเรียกเก็บ,,ตามที่นายทะเบียนเรียกเก็บ,,http://market.sec.or.th/public/idisc/th/Download/fund/KTLF
31/12/2020,090/2547,กองทุนเปิดกรุงไทยหุ้นระยะยาว,KTLF,KTLF-L,บริษัทหลักทรัพย์จัดการกองทุน กรุงไทย จำกัด (มหาชน),จ่าย,3.745,1.605,0.0856,0.1284,ไม่มี,ไม่มี,2.14,0.25,0.25,มีแบบหลายเงื่อนไข ครั้งละ 200 บาท,มีแบบหลายเงื่อนไข ครั้งละ 200 บาท,ตามที่นายทะเบียนเรียกเก็บ,ต่อหน่วยลงทุน,ตามที่นายทะเบียนเรียกเก็บ,,1.8134,1.605,0.026,0.1284,,,0.054,ยังไม่เรียกเก็บ,ยังไม่เรียกเก็บ,ยังไม่เรียกเก็บ,ยังไม่เรียกเก็บ เว้นแต่กรณีสับเปลี่ยนออกไปยัง บลจ.อื่น จะเรียกเก็บค่าธรรมเนียมการสับเปลี่ยนออก 200 บาทต่อรายการ,ตามที่นายทะเบียนเรียกเก็บ,,ตามที่นายทะเบียนเรียกเก็บ,,http://market.sec.or.th/public/idisc/th/Download/fund/KTLF
